Replicate Name,Peptide Note,Total Area MS1,Peptide Retention Time
QC_03,7-2_H3_117_128_M120K122_oxp_No,3864737024,59.56
QC_05,7-2_H3_117_128_M120K122_oxp_No,3879322880,59.45
QC_04,7-2_H3_117_128_M120K122_oxp_No,4624628224,59.63
IM01r1,7-2_H3_117_128_M120K122_oxp_No,2133593216,59.72
IM01r2,7-2_H3_117_128_M120K122_oxp_No,2023603200,59.78
IM01r3,7-2_H3_117_128_M120K122_oxp_No,2074321664,59.44
IM02r1,7-2_H3_117_128_M120K122_oxp_No,2635670016,59.51
IM02r2,7-2_H3_117_128_M120K122_oxp_No,2935177728,59.61
IM02r3,7-2_H3_117_128_M120K122_oxp_No,2868192768,59.29
IM03r1,7-2_H3_117_128_M120K122_oxp_No,2130490112,59.55
IM03r2,7-2_H3_117_128_M120K122_oxp_No,2377364480,59.41
IM03r3,7-2_H3_117_128_M120K122_oxp_No,2338456064,59.7
IM04r1,7-2_H3_117_128_M120K122_oxp_No,2881487872,59.77
IM04r2,7-2_H3_117_128_M120K122_oxp_No,2596846336,59.62
IM04r3,7-2_H3_117_128_M120K122_oxp_No,2868259328,59.42
IM05r1,7-2_H3_117_128_M120K122_oxp_No,3531943936,59.4
IM05r2,7-2_H3_117_128_M120K122_oxp_No,3051345920,59.56
IM05r3,7-2_H3_117_128_M120K122_oxp_No,3275839232,59.53
EJ06r1,7-2_H3_117_128_M120K122_oxp_No,4692717056,59.54
EJ06r2,7-2_H3_117_128_M120K122_oxp_No,4080354816,59.45
EJ06r3,7-2_H3_117_128_M120K122_oxp_No,4578347008,59.4
EJ07r1,7-2_H3_117_128_M120K122_oxp_No,5768270336,59.6
EJ07r2,7-2_H3_117_128_M120K122_oxp_No,5192728064,59.55
EJ07r3,7-2_H3_117_128_M120K122_oxp_No,5484897792,59.43
EJ08r1,7-2_H3_117_128_M120K122_oxp_No,5990726144,59.46
EJ08r2,7-2_H3_117_128_M120K122_oxp_No,5798235136,59.49
EJ08r3,7-2_H3_117_128_M120K122_oxp_No,5688677376,59.42
EJ09r1,7-2_H3_117_128_M120K122_oxp_No,4937286144,59.51
EJ09r2,7-2_H3_117_128_M120K122_oxp_No,5270539264,59.44
EJ09r3,7-2_H3_117_128_M120K122_oxp_No,5848881664,59.54
EJ10r1,7-2_H3_117_128_M120K122_oxp_No,8720262144,59.74
EJ10r2,7-2_H3_117_128_M120K122_oxp_No,7591155200,59.77
EJ10r3,7-2_H3_117_128_M120K122_oxp_No,6982609920,59.81
blank_00,7-3_H3_117_128_K122_ac,0,58
blank_01,7-3_H3_117_128_K122_ac,0,58
QC_pre01,7-3_H3_117_128_K122_ac,15347610,58.34
QC_pre02,7-3_H3_117_128_K122_ac,18234240,58.37
QC_pre03,7-3_H3_117_128_K122_ac,14967555,58.3
QC_00,7-3_H3_117_128_K122_ac,2548076,58.07
QC_01,7-3_H3_117_128_K122_ac,23598126,58.5
QC_02,7-3_H3_117_128_K122_ac,16789416,58.34
QC_03,7-3_H3_117_128_K122_ac,18750778,58.47
QC_05,7-3_H3_117_128_K122_ac,16668901,58.38
QC_04,7-3_H3_117_128_K122_ac,21416652,58.53
IM01r1,7-3_H3_117_128_K122_ac,7030518,58.59
IM01r2,7-3_H3_117_128_K122_ac,8525343,58.69
IM01r3,7-3_H3_117_128_K122_ac,7776949,58.28
IM02r1,7-3_H3_117_128_K122_ac,39601136,58.45
IM02r2,7-3_H3_117_128_K122_ac,41071272,58.52
IM02r3,7-3_H3_117_128_K122_ac,32586540,58.16
IM03r1,7-3_H3_117_128_K122_ac,26034234,58.5
IM03r2,7-3_H3_117_128_K122_ac,32482630,58.35
IM03r3,7-3_H3_117_128_K122_ac,23492932,58.66
IM04r1,7-3_H3_117_128_K122_ac,33221564,58.86
IM04r2,7-3_H3_117_128_K122_ac,25149260,58.67
IM04r3,7-3_H3_117_128_K122_ac,36431144,58.46
IM05r1,7-3_H3_117_128_K122_ac,23837960,58.32
IM05r2,7-3_H3_117_128_K122_ac,25111816,58.47
IM05r3,7-3_H3_117_128_K122_ac,17562784,58.5
EJ06r1,7-3_H3_117_128_K122_ac,15226221,58.5
EJ06r2,7-3_H3_117_128_K122_ac,16951496,58.35
EJ06r3,7-3_H3_117_128_K122_ac,20570930,58.3
EJ07r1,7-3_H3_117_128_K122_ac,21491450,58.49
EJ07r2,7-3_H3_117_128_K122_ac,17009012,58.37
EJ07r3,7-3_H3_117_128_K122_ac,23004058,58.33
EJ08r1,7-3_H3_117_128_K122_ac,20324750,58.22
EJ08r2,7-3_H3_117_128_K122_ac,13701622,58.2
EJ08r3,7-3_H3_117_128_K122_ac,17526658,58.11
EJ09r1,7-3_H3_117_128_K122_ac,25035692,58.46
EJ09r2,7-3_H3_117_128_K122_ac,26966334,58.37
EJ09r3,7-3_H3_117_128_K122_ac,16532788,58.46
EJ10r1,7-3_H3_117_128_K122_ac,20253866,58.74
EJ10r2,7-3_H3_117_128_K122_ac,17362256,58.77
EJ10r3,7-3_H3_117_128_K122_ac,17950244,58.81
blank_00,7-4_H3_117_128_MoxK122_oxac_No,0,63
blank_01,7-4_H3_117_128_MoxK122_oxac_No,2585,63
QC_pre01,7-4_H3_117_128_MoxK122_oxac_No,1245349760,63.22
QC_pre02,7-4_H3_117_128_MoxK122_oxac_No,1217607424,63.22
QC_pre03,7-4_H3_117_128_MoxK122_oxac_No,976108864,63.17
QC_00,7-4_H3_117_128_MoxK122_oxac_No,601566592,62.95
QC_01,7-4_H3_117_128_MoxK122_oxac_No,1147534592,63.28
QC_02,7-4_H3_117_128_MoxK122_oxac_No,945216064,63.12
QC_03,7-4_H3_117_128_MoxK122_oxac_No,1148869120,63.26
QC_05,7-4_H3_117_128_MoxK122_oxac_No,1094896384,63.11
QC_04,7-4_H3_117_128_MoxK122_oxac_No,1026008448,63.27
IM01r1,7-4_H3_117_128_MoxK122_oxac_No,412844096,63.31
IM01r2,7-4_H3_117_128_MoxK122_oxac_No,396005504,63.39
IM01r3,7-4_H3_117_128_MoxK122_oxac_No,426122464,63.06
IM02r1,7-4_H3_117_128_MoxK122_oxac_No,1229078784,63.27
IM02r2,7-4_H3_117_128_MoxK122_oxac_No,1121792896,63.35
IM02r3,7-4_H3_117_128_MoxK122_oxac_No,998712704,62.97
IM03r1,7-4_H3_117_128_MoxK122_oxac_No,1003724032,63.2
IM03r2,7-4_H3_117_128_MoxK122_oxac_No,953229120,63.11
IM03r3,7-4_H3_117_128_MoxK122_oxac_No,989804800,63.41
IM04r1,7-4_H3_117_128_MoxK122_oxac_No,1114187904,63.5
IM04r2,7-4_H3_117_128_MoxK122_oxac_No,1048304704,63.37
IM04r3,7-4_H3_117_128_MoxK122_oxac_No,1067624512,63.18
IM05r1,7-4_H3_117_128_MoxK122_oxac_No,1015199296,63.08
IM05r2,7-4_H3_117_128_MoxK122_oxac_No,1058345728,63.24
IM05r3,7-4_H3_117_128_MoxK122_oxac_No,983422976,63.25
EJ06r1,7-4_H3_117_128_MoxK122_oxac_No,1130060672,63.27
EJ06r2,7-4_H3_117_128_MoxK122_oxac_No,1015469696,63.11
EJ06r3,7-4_H3_117_128_MoxK122_oxac_No,948323584,63.12
EJ07r1,7-4_H3_117_128_MoxK122_oxac_No,1657846784,63.26
EJ07r2,7-4_H3_117_128_MoxK122_oxac_No,1437478912,63.2
EJ07r3,7-4_H3_117_128_MoxK122_oxac_No,1543594368,63.06
EJ08r1,7-4_H3_117_128_MoxK122_oxac_No,1653069184,62.98
EJ08r2,7-4_H3_117_128_MoxK122_oxac_No,1421385984,63.02
EJ08r3,7-4_H3_117_128_MoxK122_oxac_No,1705467904,62.94
EJ09r1,7-4_H3_117_128_MoxK122_oxac_No,1301642880,63.22
EJ09r2,7-4_H3_117_128_MoxK122_oxac_No,1392735488,63.12
EJ09r3,7-4_H3_117_128_MoxK122_oxac_No,1488990976,63.23
EJ10r1,7-4_H3_117_128_MoxK122_oxac_No,1592119040,63.35
EJ10r2,7-4_H3_117_128_MoxK122_oxac_No,1765286272,63.44
EJ10r3,7-4_H3_117_128_MoxK122_oxac_No,1478215936,63.51
blank_00,8-1_H4_4-17_4p,0,51.8
blank_01,8-1_H4_4-17_4p,80,51.8
QC_pre01,8-1_H4_4-17_4p,8322473472,51.92
QC_pre02,8-1_H4_4-17_4p,7521156608,51.85
QC_pre03,8-1_H4_4-17_4p,6395457536,51.69
QC_00,8-1_H4_4-17_4p,1863535744,51.44
QC_01,8-1_H4_4-17_4p,7939332608,51.86
QC_02,8-1_H4_4-17_4p,7821801472,51.65
QC_03,8-1_H4_4-17_4p,8082583552,51.69
QC_05,8-1_H4_4-17_4p,7902774272,51.56
QC_04,8-1_H4_4-17_4p,7621931520,51.79
IM01r1,8-1_H4_4-17_4p,1484344448,51.82
IM01r2,8-1_H4_4-17_4p,1297531392,52.01
IM01r3,8-1_H4_4-17_4p,1583153664,51.51
IM02r1,8-1_H4_4-17_4p,6073603072,51.78
IM02r2,8-1_H4_4-17_4p,6258537472,51.86
IM02r3,8-1_H4_4-17_4p,6064485376,51.43
IM03r1,8-1_H4_4-17_4p,1286224768,51.9
IM03r2,8-1_H4_4-17_4p,1311056384,51.66
IM03r3,8-1_H4_4-17_4p,1203520000,52.02
IM04r1,8-1_H4_4-17_4p,7564787200,52.11
IM04r2,8-1_H4_4-17_4p,7724855296,51.95
IM04r3,8-1_H4_4-17_4p,7296202752,51.69
IM05r1,8-1_H4_4-17_4p,6912305664,51.62
IM05r2,8-1_H4_4-17_4p,6769207808,51.8
IM05r3,8-1_H4_4-17_4p,7136906240,51.8
EJ06r1,8-1_H4_4-17_4p,4704315904,51.82
EJ06r2,8-1_H4_4-17_4p,4582436864,51.74
EJ06r3,8-1_H4_4-17_4p,4847650304,51.64
EJ07r1,8-1_H4_4-17_4p,12501991424,51.71
EJ07r2,8-1_H4_4-17_4p,11200553984,51.67
EJ07r3,8-1_H4_4-17_4p,12289934336,51.62
EJ08r1,8-1_H4_4-17_4p,14958850048,51.41
EJ08r2,8-1_H4_4-17_4p,15110111232,51.43
EJ08r3,8-1_H4_4-17_4p,15127226368,51.42
EJ09r1,8-1_H4_4-17_4p,11019475968,51.75
EJ09r2,8-1_H4_4-17_4p,11204563968,51.69
EJ09r3,8-1_H4_4-17_4p,10995607552,51.79
EJ10r1,8-1_H4_4-17_4p,15248527360,51.9
EJ10r2,8-1_H4_4-17_4p,14398602240,52.04
EJ10r3,8-1_H4_4-17_4p,15988028416,52.02
blank_00,8-2_H4_4-17_3p1ac_1,0,50
blank_01,8-2_H4_4-17_3p1ac_1,0,50
QC_pre01,8-2_H4_4-17_3p1ac_1,287256256,50.25
QC_pre02,8-2_H4_4-17_3p1ac_1,268975488,50.17
QC_pre03,8-2_H4_4-17_3p1ac_1,205574768,50.02
QC_00,8-2_H4_4-17_3p1ac_1,52595228,49.72
QC_01,8-2_H4_4-17_3p1ac_1,262453936,50.15
QC_02,8-2_H4_4-17_3p1ac_1,222718848,49.96
QC_03,8-2_H4_4-17_3p1ac_1,246770736,50.01
QC_05,8-2_H4_4-17_3p1ac_1,258772896,49.85
QC_04,8-2_H4_4-17_3p1ac_1,266383360,50.05
IM01r1,8-2_H4_4-17_3p1ac_1,37297548,50.06
IM01r2,8-2_H4_4-17_3p1ac_1,38261280,50.25
IM01r3,8-2_H4_4-17_3p1ac_1,41580844,49.74
IM02r1,8-2_H4_4-17_3p1ac_1,170759392,50.04
IM02r2,8-2_H4_4-17_3p1ac_1,160635184,50.17
IM02r3,8-2_H4_4-17_3p1ac_1,154631968,49.69
IM03r1,8-2_H4_4-17_3p1ac_1,49315176,50.16
IM03r2,8-2_H4_4-17_3p1ac_1,43539272,49.91
IM03r3,8-2_H4_4-17_3p1ac_1,47594512,50.22
IM04r1,8-2_H4_4-17_3p1ac_1,186812544,50.37
IM04r2,8-2_H4_4-17_3p1ac_1,191308000,50.23
IM04r3,8-2_H4_4-17_3p1ac_1,165620928,49.97
IM05r1,8-2_H4_4-17_3p1ac_1,253253312,49.92
IM05r2,8-2_H4_4-17_3p1ac_1,248806528,50.09
IM05r3,8-2_H4_4-17_3p1ac_1,258081568,50.09
EJ06r1,8-2_H4_4-17_3p1ac_1,133590680,50.12
EJ06r2,8-2_H4_4-17_3p1ac_1,121245896,50.04
EJ06r3,8-2_H4_4-17_3p1ac_1,127860480,49.93
EJ07r1,8-2_H4_4-17_3p1ac_1,562291648,50.02
EJ07r2,8-2_H4_4-17_3p1ac_1,553733056,49.99
EJ07r3,8-2_H4_4-17_3p1ac_1,582407040,49.94
EJ08r1,8-2_H4_4-17_3p1ac_1,461723616,49.75
EJ08r2,8-2_H4_4-17_3p1ac_1,502852096,49.79
EJ08r3,8-2_H4_4-17_3p1ac_1,475100896,49.77
EJ09r1,8-2_H4_4-17_3p1ac_1,337172704,50.04
EJ09r2,8-2_H4_4-17_3p1ac_1,325851808,49.97
EJ09r3,8-2_H4_4-17_3p1ac_1,339083424,50.08
EJ10r1,8-2_H4_4-17_3p1ac_1,572965248,50.23
EJ10r2,8-2_H4_4-17_3p1ac_1,610468288,50.35
EJ10r3,8-2_H4_4-17_3p1ac_1,566797632,50.34
blank_00,8-3_H4_4-17_3p1ac_2,1368,50.27
blank_01,8-3_H4_4-17_3p1ac_2,0,50.3
QC_pre01,8-3_H4_4-17_3p1ac_2,35158232,50.33
QC_pre02,8-3_H4_4-17_3p1ac_2,29916054,50.25
QC_pre03,8-3_H4_4-17_3p1ac_2,30629268,50.09
QC_00,8-3_H4_4-17_3p1ac_2,7893058,49.81
QC_01,8-3_H4_4-17_3p1ac_2,41594444,50.24
QC_02,8-3_H4_4-17_3p1ac_2,41271836,50.04
QC_03,8-3_H4_4-17_3p1ac_2,44824348,50.09
QC_05,8-3_H4_4-17_3p1ac_2,42759284,49.93
QC_04,8-3_H4_4-17_3p1ac_2,39456488,50.15
IM01r1,8-3_H4_4-17_3p1ac_2,12780372,50.16
IM01r2,8-3_H4_4-17_3p1ac_2,11496672,50.34
IM01r3,8-3_H4_4-17_3p1ac_2,12496858,49.84
IM02r1,8-3_H4_4-17_3p1ac_2,30215636,50.13
IM02r2,8-3_H4_4-17_3p1ac_2,22401456,50.26
IM02r3,8-3_H4_4-17_3p1ac_2,31283440,49.79
IM03r1,8-3_H4_4-17_3p1ac_2,13714703,50.25
IM03r2,8-3_H4_4-17_3p1ac_2,12760762,49.98
IM03r3,8-3_H4_4-17_3p1ac_2,12415913,50.31
IM04r1,8-3_H4_4-17_3p1ac_2,29339792,50.45
IM04r2,8-3_H4_4-17_3p1ac_2,35385880,50.34
IM04r3,8-3_H4_4-17_3p1ac_2,23337238,50.05
IM05r1,8-3_H4_4-17_3p1ac_2,31332906,50
IM05r2,8-3_H4_4-17_3p1ac_2,34129100,50.17
IM05r3,8-3_H4_4-17_3p1ac_2,29493432,50.18
EJ06r1,8-3_H4_4-17_3p1ac_2,9455263,50.19
EJ06r2,8-3_H4_4-17_3p1ac_2,17553872,50.13
EJ06r3,8-3_H4_4-17_3p1ac_2,10689433,50.02
EJ07r1,8-3_H4_4-17_3p1ac_2,36137632,50.1
EJ07r2,8-3_H4_4-17_3p1ac_2,43602600,50.05
EJ07r3,8-3_H4_4-17_3p1ac_2,48156736,50.02
EJ08r1,8-3_H4_4-17_3p1ac_2,100454200,49.84
EJ08r2,8-3_H4_4-17_3p1ac_2,89624768,49.87
EJ08r3,8-3_H4_4-17_3p1ac_2,60366832,49.87
EJ09r1,8-3_H4_4-17_3p1ac_2,35477528,50.13
EJ09r2,8-3_H4_4-17_3p1ac_2,49094484,50.03
EJ09r3,8-3_H4_4-17_3p1ac_2,34355492,50.15
EJ10r1,8-3_H4_4-17_3p1ac_2,59923724,50.33
EJ10r2,8-3_H4_4-17_3p1ac_2,65558280,50.44
EJ10r3,8-3_H4_4-17_3p1ac_2,89798792,50.42
blank_00,8-3_H4_4-17_3p1ac_3,490,50.3
blank_01,8-3_H4_4-17_3p1ac_3,0,50.3
QC_pre01,8-3_H4_4-17_3p1ac_3,879269440,50.5
QC_pre02,8-3_H4_4-17_3p1ac_3,800667648,50.43
QC_pre03,8-3_H4_4-17_3p1ac_3,616467520,50.27
QC_00,8-3_H4_4-17_3p1ac_3,169891360,49.98
QC_01,8-3_H4_4-17_3p1ac_3,848902848,50.41
QC_02,8-3_H4_4-17_3p1ac_3,744623168,50.2
QC_03,8-3_H4_4-17_3p1ac_3,873287552,50.26
QC_05,8-3_H4_4-17_3p1ac_3,868523968,50.11
QC_04,8-3_H4_4-17_3p1ac_3,815313600,50.31
IM01r1,8-3_H4_4-17_3p1ac_3,332448224,50.32
IM01r2,8-3_H4_4-17_3p1ac_3,333273920,50.51
IM01r3,8-3_H4_4-17_3p1ac_3,337103232,49.99
IM02r1,8-3_H4_4-17_3p1ac_3,698164544,50.31
IM02r2,8-3_H4_4-17_3p1ac_3,683109120,50.43
IM02r3,8-3_H4_4-17_3p1ac_3,659332608,49.95
IM03r1,8-3_H4_4-17_3p1ac_3,417310720,50.41
IM03r2,8-3_H4_4-17_3p1ac_3,454392768,50.16
IM03r3,8-3_H4_4-17_3p1ac_3,421535008,50.47
IM04r1,8-3_H4_4-17_3p1ac_3,1112215424,50.63
IM04r2,8-3_H4_4-17_3p1ac_3,1016751680,50.5
IM04r3,8-3_H4_4-17_3p1ac_3,1186602752,50.21
IM05r1,8-3_H4_4-17_3p1ac_3,984577472,50.17
IM05r2,8-3_H4_4-17_3p1ac_3,916415168,50.36
IM05r3,8-3_H4_4-17_3p1ac_3,925547648,50.34
EJ06r1,8-3_H4_4-17_3p1ac_3,288350688,50.36
EJ06r2,8-3_H4_4-17_3p1ac_3,285227104,50.3
EJ06r3,8-3_H4_4-17_3p1ac_3,285838272,50.18
EJ07r1,8-3_H4_4-17_3p1ac_3,1265442944,50.27
EJ07r2,8-3_H4_4-17_3p1ac_3,1077229184,50.25
EJ07r3,8-3_H4_4-17_3p1ac_3,1168557952,50.2
EJ08r1,8-3_H4_4-17_3p1ac_3,1472514048,50.01
EJ08r2,8-3_H4_4-17_3p1ac_3,1377505792,50.04
EJ08r3,8-3_H4_4-17_3p1ac_3,1495576320,50.03
EJ09r1,8-3_H4_4-17_3p1ac_3,642948352,50.31
EJ09r2,8-3_H4_4-17_3p1ac_3,623288256,50.26
EJ09r3,8-3_H4_4-17_3p1ac_3,650043904,50.35
EJ10r1,8-3_H4_4-17_3p1ac_3,1602154240,50.49
EJ10r2,8-3_H4_4-17_3p1ac_3,1683766144,50.61
EJ10r3,8-3_H4_4-17_3p1ac_3,1636892416,50.61
blank_00,8-4_H4_4-17_2p2ac_1,0,48.3
blank_01,8-4_H4_4-17_2p2ac_1,465,48.3
QC_pre01,8-4_H4_4-17_2p2ac_1,4980208,48.6
QC_pre02,8-4_H4_4-17_2p2ac_1,4823051,48.52
QC_pre03,8-4_H4_4-17_2p2ac_1,3817837,48.39
QC_00,8-4_H4_4-17_2p2ac_1,955557,48.08
QC_01,8-4_H4_4-17_2p2ac_1,5164437,48.54
QC_02,8-4_H4_4-17_2p2ac_1,4958678,48.27
QC_03,8-4_H4_4-17_2p2ac_1,5460815,48.34
QC_05,8-4_H4_4-17_2p2ac_1,5532413,48.21
QC_04,8-4_H4_4-17_2p2ac_1,4933038,48.39
IM01r1,8-4_H4_4-17_2p2ac_1,1408199,48.41
IM01r2,8-4_H4_4-17_2p2ac_1,1470482,48.57
IM01r3,8-4_H4_4-17_2p2ac_1,1391545,48.07
IM02r1,8-4_H4_4-17_2p2ac_1,3334515,48.35
IM02r2,8-4_H4_4-17_2p2ac_1,3346561,48.52
IM02r3,8-4_H4_4-17_2p2ac_1,3210559,48.04
IM03r1,8-4_H4_4-17_2p2ac_1,1741599,48.51
IM03r2,8-4_H4_4-17_2p2ac_1,1443092,48.25
IM03r3,8-4_H4_4-17_2p2ac_1,1500035,48.53
IM04r1,8-4_H4_4-17_2p2ac_1,4187838,48.7
IM04r2,8-4_H4_4-17_2p2ac_1,4390020,48.57
IM04r3,8-4_H4_4-17_2p2ac_1,4498451,48.27
IM05r1,8-4_H4_4-17_2p2ac_1,5503438,48.23
IM05r2,8-4_H4_4-17_2p2ac_1,5279852,48.39
IM05r3,8-4_H4_4-17_2p2ac_1,4722503,48.45
EJ06r1,8-4_H4_4-17_2p2ac_1,2739607,48.46
EJ06r2,8-4_H4_4-17_2p2ac_1,2631554,48.41
EJ06r3,8-4_H4_4-17_2p2ac_1,2465923,48.27
EJ07r1,8-4_H4_4-17_2p2ac_1,10171518,48.33
EJ07r2,8-4_H4_4-17_2p2ac_1,8522151,48.36
EJ07r3,8-4_H4_4-17_2p2ac_1,9584474,48.29
EJ08r1,8-4_H4_4-17_2p2ac_1,8521567,48.13
EJ08r2,8-4_H4_4-17_2p2ac_1,7846555,48.1
EJ08r3,8-4_H4_4-17_2p2ac_1,8233753,48.14
EJ09r1,8-4_H4_4-17_2p2ac_1,3693537,48.4
EJ09r2,8-4_H4_4-17_2p2ac_1,3598986,48.32
EJ09r3,8-4_H4_4-17_2p2ac_1,3312015,48.44
EJ10r1,8-4_H4_4-17_2p2ac_1,13118678,48.59
EJ10r2,8-4_H4_4-17_2p2ac_1,14665992,48.71
EJ10r3,8-4_H4_4-17_2p2ac_1,13715244,48.67
blank_00,8-5_H4_4-17_2p2ac_2,0,48.7
blank_01,8-5_H4_4-17_2p2ac_2,0,48.7
QC_pre01,8-5_H4_4-17_2p2ac_2,97400488,48.75
QC_pre02,8-5_H4_4-17_2p2ac_2,93070856,48.67
QC_pre03,8-5_H4_4-17_2p2ac_2,73319112,48.55
QC_00,8-5_H4_4-17_2p2ac_2,18718982,48.23
QC_01,8-5_H4_4-17_2p2ac_2,98582656,48.7
QC_02,8-5_H4_4-17_2p2ac_2,88025600,48.44
QC_03,8-5_H4_4-17_2p2ac_2,98371176,48.49
QC_05,8-5_H4_4-17_2p2ac_2,95367200,48.36
QC_04,8-5_H4_4-17_2p2ac_2,98273848,48.55
IM01r1,8-5_H4_4-17_2p2ac_2,44608736,48.55
IM01r2,8-5_H4_4-17_2p2ac_2,43401200,48.71
IM01r3,8-5_H4_4-17_2p2ac_2,48026312,48.23
IM02r1,8-5_H4_4-17_2p2ac_2,89082504,48.52
IM02r2,8-5_H4_4-17_2p2ac_2,82966688,48.68
IM02r3,8-5_H4_4-17_2p2ac_2,76363344,48.2
IM03r1,8-5_H4_4-17_2p2ac_2,53958448,48.67
IM03r2,8-5_H4_4-17_2p2ac_2,50260912,48.39
IM03r3,8-5_H4_4-17_2p2ac_2,52461432,48.67
IM04r1,8-5_H4_4-17_2p2ac_2,113857624,48.87
IM04r2,8-5_H4_4-17_2p2ac_2,117868976,48.73
IM04r3,8-5_H4_4-17_2p2ac_2,120324624,48.43
IM05r1,8-5_H4_4-17_2p2ac_2,109438984,48.42
IM05r2,8-5_H4_4-17_2p2ac_2,107859880,48.57
IM05r3,8-5_H4_4-17_2p2ac_2,105371904,48.63
EJ06r1,8-5_H4_4-17_2p2ac_2,34760888,48.62
EJ06r2,8-5_H4_4-17_2p2ac_2,34840476,48.56
EJ06r3,8-5_H4_4-17_2p2ac_2,38256096,48.43
EJ07r1,8-5_H4_4-17_2p2ac_2,146303424,48.5
EJ07r2,8-5_H4_4-17_2p2ac_2,127596280,48.51
EJ07r3,8-5_H4_4-17_2p2ac_2,148589472,48.44
EJ08r1,8-5_H4_4-17_2p2ac_2,158369072,48.28
EJ08r2,8-5_H4_4-17_2p2ac_2,156736320,48.28
EJ08r3,8-5_H4_4-17_2p2ac_2,158920656,48.3
EJ09r1,8-5_H4_4-17_2p2ac_2,52728840,48.57
EJ09r2,8-5_H4_4-17_2p2ac_2,53137080,48.51
EJ09r3,8-5_H4_4-17_2p2ac_2,56444204,48.61
EJ10r1,8-5_H4_4-17_2p2ac_2,198247136,48.75
EJ10r2,8-5_H4_4-17_2p2ac_2,193593984,48.89
EJ10r3,8-5_H4_4-17_2p2ac_2,200476784,48.82
blank_00,8-6_H4_4-17_2p2ac_3,0,48.8
blank_01,8-6_H4_4-17_2p2ac_3,0,48.8
QC_pre01,8-6_H4_4-17_2p2ac_3,25942780,49.02
QC_pre02,8-6_H4_4-17_2p2ac_3,23076722,48.94
QC_pre03,8-6_H4_4-17_2p2ac_3,18162722,48.8
QC_00,8-6_H4_4-17_2p2ac_3,4631515,48.48
QC_01,8-6_H4_4-17_2p2ac_3,24227772,48.94
QC_02,8-6_H4_4-17_2p2ac_3,23195046,48.71
QC_03,8-6_H4_4-17_2p2ac_3,24663786,48.75
QC_05,8-6_H4_4-17_2p2ac_3,25841230,48.62
QC_04,8-6_H4_4-17_2p2ac_3,25662714,48.81
IM01r1,8-6_H4_4-17_2p2ac_3,10407216,48.82
IM01r2,8-6_H4_4-17_2p2ac_3,10042193,48.99
IM01r3,8-6_H4_4-17_2p2ac_3,11335938,48.5
IM02r1,8-6_H4_4-17_2p2ac_3,22678390,48.8
IM02r2,8-6_H4_4-17_2p2ac_3,21085384,48.95
IM02r3,8-6_H4_4-17_2p2ac_3,19552092,48.46
IM03r1,8-6_H4_4-17_2p2ac_3,12970815,48.93
IM03r2,8-6_H4_4-17_2p2ac_3,12330946,48.66
IM03r3,8-6_H4_4-17_2p2ac_3,13387343,48.94
IM04r1,8-6_H4_4-17_2p2ac_3,29583418,49.15
IM04r2,8-6_H4_4-17_2p2ac_3,33298366,49.01
IM04r3,8-6_H4_4-17_2p2ac_3,30627056,48.71
IM05r1,8-6_H4_4-17_2p2ac_3,29139178,48.66
IM05r2,8-6_H4_4-17_2p2ac_3,26028484,48.82
IM05r3,8-6_H4_4-17_2p2ac_3,27497240,48.87
EJ06r1,8-6_H4_4-17_2p2ac_3,7056964,48.87
EJ06r2,8-6_H4_4-17_2p2ac_3,7382974,48.81
EJ06r3,8-6_H4_4-17_2p2ac_3,7992935,48.68
EJ07r1,8-6_H4_4-17_2p2ac_3,28189794,48.76
EJ07r2,8-6_H4_4-17_2p2ac_3,26152750,48.76
EJ07r3,8-6_H4_4-17_2p2ac_3,28728960,48.71
EJ08r1,8-6_H4_4-17_2p2ac_3,40271236,48.53
EJ08r2,8-6_H4_4-17_2p2ac_3,40586244,48.52
EJ08r3,8-6_H4_4-17_2p2ac_3,42038440,48.55
EJ09r1,8-6_H4_4-17_2p2ac_3,12002343,48.81
EJ09r2,8-6_H4_4-17_2p2ac_3,12027900,48.76
EJ09r3,8-6_H4_4-17_2p2ac_3,12314170,48.84
EJ10r1,8-6_H4_4-17_2p2ac_3,47881228,49
EJ10r2,8-6_H4_4-17_2p2ac_3,48363716,49.13
EJ10r3,8-6_H4_4-17_2p2ac_3,48395524,49.08
blank_00,8-7_H4_4-17_1p3ac_1,0,47
blank_01,8-7_H4_4-17_1p3ac_1,0,47
QC_pre01,8-7_H4_4-17_1p3ac_1,6674233,47.1
QC_pre02,8-7_H4_4-17_1p3ac_1,7364898,47.03
QC_pre03,8-7_H4_4-17_1p3ac_1,6283908,46.9
QC_00,8-7_H4_4-17_1p3ac_1,1378898,46.55
QC_01,8-7_H4_4-17_1p3ac_1,7341719,47.06
QC_02,8-7_H4_4-17_1p3ac_1,6499259,46.76
QC_03,8-7_H4_4-17_1p3ac_1,6826717,46.83
QC_05,8-7_H4_4-17_1p3ac_1,7054704,46.7
QC_04,8-7_H4_4-17_1p3ac_1,7366529,46.84
IM01r1,8-7_H4_4-17_1p3ac_1,3802451,46.92
IM01r2,8-7_H4_4-17_1p3ac_1,3628214,47.06
IM01r3,8-7_H4_4-17_1p3ac_1,3807496,46.56
IM02r1,8-7_H4_4-17_1p3ac_1,6580701,46.83
IM02r2,8-7_H4_4-17_1p3ac_1,6314151,46.97
IM02r3,8-7_H4_4-17_1p3ac_1,5738464,46.5
